flow_key,n_pkts,duration,byte_rate,pkt_rate,iat_max,iat_min,iat_mean,iat_std,iat_var,pkt_len_max,pkt_len_min,pkt_len_avg,pkt_len_std,pkt_len_var,payload_len_max,payload_len_min,payload_len_avg,payload_len_std,Label
"('10.8.0.10', '47592', '31.13.73.7', '443', 'TLS')",4,63.59600711,5.755078292,0.062897031,58.22828317,0.004861116,21.19866904,26.27509959,690.3808584,97,83,91.5,5.172040216,26.75,45,31,39.5,5.172040216,VPN-VoIP
"('10.8.0.10', '50813', '209.148.205.10', '443', 'TLS')",4,63.60117698,5.503042815,0.062891918,58.22829986,0.009989023,21.20039233,26.27372368,690.3085561,93,79,87.5,5.172040216,26.75,41,27,35.5,5.172040216,VPN-VoIP
"('209.148.205.10', '443', '10.8.0.10', '50813', 'TLS')",3,63.58897519,4.041581095,0.047177989,58.22810507,5.360870123,31.7944876,26.43361747,698.7361327,89,79,85.66666667,4.714045208,22.22222222,37,27,33.66666667,4.714045208,VPN-VoIP
"('10.8.0.10', '38897', '173.252.79.90', '443', 'TLS')",2,0.081032991,3702.195794,24.6813053,0.081032991,0.081032991,0.081032991,0,0,204,96,150,54,2916,152,44,98,54,VPN-VoIP
"('31.13.73.7', '443', '10.8.0.10', '47592', 'TLS')",4,63.59140396,5.755494881,0.062901583,58.22838688,8.61E-05,21.19713465,26.27641855,690.4501717,97,83,91.5,5.172040216,26.75,45,31,39.5,5.172040216,VPN-VoIP
"('173.252.79.90', '443', '10.8.0.10', '38897', 'TLS')",2,0.081078053,3502.797504,24.66758806,0.081078053,0.081078053,0.081078053,0,0,156,128,142,14,196,104,76,90,14,VPN-VoIP
"('10.8.0.10', '36678', '173.252.79.90', '443', 'TLS')",2,0.081042051,3701.781916,24.67854611,0.081042051,0.081042051,0.081042051,0,0,204,96,150,54,2916,152,44,98,54,VPN-VoIP
"('173.252.79.90', '443', '10.8.0.10', '36678', 'TLS')",2,0.081169128,3498.867187,24.63990977,0.081169128,0.081169128,0.081169128,0,0,156,128,142,14,196,104,76,90,14,VPN-VoIP
"('10.8.0.10', '58950', '173.252.79.90', '443', 'TLS')",2,0.081847906,3665.335062,24.43556708,0.081847906,0.081847906,0.081847906,0,0,204,96,150,54,2916,152,44,98,54,VPN-VoIP
"('173.252.79.90', '443', '10.8.0.10', '58950', 'TLS')",2,0.08178091,3472.693056,24.4555849,0.08178091,0.08178091,0.08178091,0,0,156,128,142,14,196,104,76,90,14,VPN-VoIP
"('10.8.0.10', '34332', '173.252.79.90', '443', 'TLS')",2,0.080950975,3705.946697,24.70631132,0.080950975,0.080950975,0.080950975,0,0,204,96,150,54,2916,152,44,98,54,VPN-VoIP
"('173.252.79.90', '443', '10.8.0.10', '34332', 'TLS')",2,0.08178997,3472.308385,24.45287595,0.08178997,0.08178997,0.08178997,0,0,156,128,142,14,196,104,76,90,14,VPN-VoIP
"('10.8.0.10', '46976', '173.252.79.90', '443', 'TLS')",2,0.081004858,3703.481585,24.68987724,0.081004858,0.081004858,0.081004858,0,0,204,96,150,54,2916,152,44,98,54,VPN-VoIP
"('173.252.79.90', '443', '10.8.0.10', '46976', 'TLS')",2,0.081390858,3489.335388,24.57278442,0.081390858,0.081390858,0.081390858,0,0,156,128,142,14,196,104,76,90,14,VPN-VoIP
"('10.8.0.10', '56458', '173.252.79.90', '443', 'TLS')",2,0.081094027,3699.409349,24.66272899,0.081094027,0.081094027,0.081094027,0,0,204,96,150,54,2916,152,44,98,54,VPN-VoIP
"('173.252.79.90', '443', '10.8.0.10', '56458', 'TLS')",2,0.081109047,3501.458971,24.65816177,0.081109047,0.081109047,0.081109047,0,0,156,128,142,14,196,104,76,90,14,VPN-VoIP
"('10.8.0.10', '52712', '173.252.79.90', '443', 'TLS')",2,0.081548929,3678.773013,24.52515342,0.081548929,0.081548929,0.081548929,0,0,204,96,150,54,2916,152,44,98,54,VPN-VoIP
"('173.252.79.90', '443', '10.8.0.10', '52712', 'TLS')",2,0.081271887,3494.443295,24.6087556,0.081271887,0.081271887,0.081271887,0,0,156,128,142,14,196,104,76,90,14,VPN-VoIP
"('10.8.0.10', '55665', '173.252.79.90', '443', 'TLS')",2,0.081108809,3698.735137,24.65823425,0.081108809,0.081108809,0.081108809,0,0,204,96,150,54,2916,152,44,98,54,VPN-VoIP
"('173.252.79.90', '443', '10.8.0.10', '55665', 'TLS')",2,0.080958843,3507.955261,24.70391029,0.080958843,0.080958843,0.080958843,0,0,156,128,142,14,196,104,76,90,14,VPN-VoIP
"('10.8.0.10', '47119', '173.252.79.90', '443', 'TLS')",2,0.080993176,3704.015778,24.69343852,0.080993176,0.080993176,0.080993176,0,0,204,96,150,54,2916,152,44,98,54,VPN-VoIP
"('173.252.79.90', '443', '10.8.0.10', '47119', 'TLS')",2,0.080927134,3509.329782,24.71359002,0.080927134,0.080927134,0.080927134,0,0,156,128,142,14,196,104,76,90,14,VPN-VoIP
"('10.8.0.10', '57629', '173.252.79.90', '443', 'TLS')",2,0.081253052,3692.169014,24.61446009,0.081253052,0.081253052,0.081253052,0,0,204,96,150,54,2916,152,44,98,54,VPN-VoIP
"('173.252.79.90', '443', '10.8.0.10', '57629', 'TLS')",2,0.081815004,3471.24592,24.4453938,0.081815004,0.081815004,0.081815004,0,0,156,128,142,14,196,104,76,90,14,VPN-VoIP
"('10.8.0.10', '35770', '173.252.110.27', '443', 'TLS')",9,182.155772,9.151507976,0.049408261,60.64165807,2.19E-05,22.7694715,28.51279836,812.9796701,619,83,185.2222222,164.2117723,26965.50617,567,31,133.2222222,164.2117723,VPN-VoIP
"('173.252.110.27', '443', '10.8.0.10', '35770', 'TLS')",14,182.150296,22.70652363,0.076859606,59.07331514,5.51E-05,14.01156123,24.67283335,608.7487055,1390,83,295.4285714,381.3424997,145422.102,1338,31,243.4285714,381.3424997,VPN-VoIP
"('10.8.0.10', '36182', '173.252.79.90', '443', 'TLS')",2,0.080989122,3704.201146,24.69467431,0.080989122,0.080989122,0.080989122,0,0,204,96,150,54,2916,152,44,98,54,VPN-VoIP
"('173.252.79.90', '443', '10.8.0.10', '36182', 'TLS')",2,0.080982924,3506.91217,24.69656458,0.080982924,0.080982924,0.080982924,0,0,156,128,142,14,196,104,76,90,14,VPN-VoIP
"('10.8.0.10', '48811', '173.194.123.78', '443', 'TLS')",3,0.026229858,10407.98604,114.3734729,0.025971889,0.000257969,0.013114929,0.01285696,0.000165301,97,83,91,5.887840578,34.66666667,45,31,39,5.887840578,VPN-VoIP
"('173.194.123.78', '443', '10.8.0.10', '48811', 'TLS')",2,8.11E-05,2639944.282,24672.37647,8.11E-05,8.11E-05,8.11E-05,0,0,117,97,107,10,100,65,45,55,10,VPN-VoIP
"('10.8.0.10', '35271', '209.148.205.11', '443', 'TLS')",3,4.368825912,59.74145119,0.686683347,4.363859892,0.004966021,2.184412956,2.179446936,4.749988945,93,79,87,5.887840578,34.66666667,41,27,35,5.887840578,VPN-VoIP
"('209.148.205.11', '443', '10.8.0.10', '35271', 'TLS')",2,4.363938093,38.49733805,0.458301643,4.363938093,4.363938093,4.363938093,0,0,89,79,84,5,25,37,27,32,5,VPN-VoIP
"('10.8.0.10', '41626', '173.252.79.90', '443', 'TLS')",2,0.080682993,3718.25572,24.78837147,0.080682993,0.080682993,0.080682993,0,0,204,96,150,54,2916,152,44,98,54,VPN-VoIP
"('173.252.79.90', '443', '10.8.0.10', '41626', 'TLS')",2,0.080691099,3519.595134,24.78588123,0.080691099,0.080691099,0.080691099,0,0,156,128,142,14,196,104,76,90,14,VPN-VoIP
"('10.8.0.10', '46101', '173.252.79.90', '443', 'TLS')",2,0.08091712,3707.497252,24.71664835,0.08091712,0.08091712,0.08091712,0,0,204,96,150,54,2916,152,44,98,54,VPN-VoIP
"('173.252.79.90', '443', '10.8.0.10', '46101', 'TLS')",2,0.081089973,3502.282562,24.66396171,0.081089973,0.081089973,0.081089973,0,0,156,128,142,14,196,104,76,90,14,VPN-VoIP
"('10.8.0.10', '36036', '173.252.79.90', '443', 'TLS')",2,0.081058025,3701.052409,24.67368272,0.081058025,0.081058025,0.081058025,0,0,204,96,150,54,2916,152,44,98,54,VPN-VoIP
"('173.252.79.90', '443', '10.8.0.10', '36036', 'TLS')",2,0.0812819,3494.012795,24.60572391,0.0812819,0.0812819,0.0812819,0,0,156,128,142,14,196,104,76,90,14,VPN-VoIP
"('10.8.0.10', '60243', '173.252.79.90', '443', 'TLS')",2,0.081125021,3697.995962,24.65330641,0.081125021,0.081125021,0.081125021,0,0,204,96,150,54,2916,152,44,98,54,VPN-VoIP
"('173.252.79.90', '443', '10.8.0.10', '60243', 'TLS')",2,0.080920935,3509.598612,24.71548318,0.080920935,0.080920935,0.080920935,0,0,156,128,142,14,196,104,76,90,14,VPN-VoIP
"('10.8.0.10', '34693', '173.252.79.90', '443', 'TLS')",2,0.080826044,3711.674911,24.74449941,0.080826044,0.080826044,0.080826044,0,0,204,96,150,54,2916,152,44,98,54,VPN-VoIP
"('173.252.79.90', '443', '10.8.0.10', '34693', 'TLS')",2,0.080938816,3508.823254,24.71002292,0.080938816,0.080938816,0.080938816,0,0,156,128,142,14,196,104,76,90,14,VPN-VoIP
"('10.8.0.10', '37740', '173.252.79.90', '443', 'TLS')",2,0.082153082,3651.719364,24.34479576,0.082153082,0.082153082,0.082153082,0,0,204,96,150,54,2916,152,44,98,54,VPN-VoIP
"('173.252.79.90', '443', '10.8.0.10', '37740', 'TLS')",2,0.081005096,3505.952249,24.68980457,0.081005096,0.081005096,0.081005096,0,0,156,128,142,14,196,104,76,90,14,VPN-VoIP
"('10.8.0.10', '45031', '173.252.79.90', '443', 'TLS')",2,0.080950022,3705.990357,24.70660238,0.080950022,0.080950022,0.080950022,0,0,204,96,150,54,2916,152,44,98,54,VPN-VoIP
"('173.252.79.90', '443', '10.8.0.10', '45031', 'TLS')",2,0.081025839,3505.054733,24.68348404,0.081025839,0.081025839,0.081025839,0,0,156,128,142,14,196,104,76,90,14,VPN-VoIP
"('10.8.0.10', '49813', '209.148.205.35', '443', 'TLS')",4,116.0801301,9.984482262,0.034458955,116.018872,0.024699926,38.6933767,54.67738232,2989.616137,455,79,289.75,140.0738644,19620.6875,403,27,237.75,140.0738644,VPN-VoIP
"('209.148.205.35', '443', '10.8.0.10', '49813', 'TLS')",9,116.079272,62.60376959,0.077533222,115.9888542,6.20E-05,14.509909,38.35543869,1471.139677,1390,79,807.4444444,545.883201,297988.4691,1338,27,755.4444444,545.883201,VPN-VoIP
"('10.8.0.10', '49814', '209.148.205.35', '443', 'TLS')",3,5.069787025,138.8618489,0.591740833,5.045760155,0.024026871,2.534893513,2.510866642,6.304451294,366,79,234.6666667,118.423909,14024.22222,314,27,182.6666667,118.423909,VPN-VoIP
"('209.148.205.35', '443', '10.8.0.10', '49814', 'TLS')",4,5.068553925,489.6860203,0.789179727,5.043534994,0.000203848,1.689517975,2.371669462,5.624816035,1390,79,620.5,501.2706355,251272.25,1338,27,568.5,501.2706355,VPN-VoIP
"('10.8.0.10', '35773', '173.252.110.27', '443', 'TLS')",4,0.150833845,4561.310489,26.51924703,0.148983002,5.79E-05,0.050277948,0.069798606,0.004871845,260,97,172,67.37581168,4539.5,208,45,120,67.37581168,VPN-VoIP
"('173.252.110.27', '443', '10.8.0.10', '35773', 'TLS')",6,0.149319887,19662.48472,40.18218949,0.147819996,4.01E-05,0.029863977,0.058979131,0.003478538,1390,83,489.3333333,502.7433628,252750.8889,1338,31,437.3333333,502.7433628,VPN-VoIP
"('10.8.0.10', '38446', '173.252.79.94', '443', 'TLS')",5,2670.32793,0.332543427,0.001872429,890.0837159,0.080872059,667.5819825,385.3819458,148519.2441,204,96,177.6,40.91747793,1674.24,152,44,125.6,40.91747793,VPN-VoIP
"('173.252.79.94', '443', '10.8.0.10', '38446', 'TLS')",5,2670.327945,0.22319356,0.001872429,890.0836949,0.081150055,667.5819862,385.3817875,148519.1221,156,104,119.2,20.61455796,424.96,104,52,67.2,20.61455796,VPN-VoIP
"('10.8.0.10', '53244', '173.252.79.94', '443', 'TLS')",5,2670.325891,0.332543681,0.001872431,890.0818241,0.081038952,667.5814728,385.3815551,148518.943,204,96,177.6,40.91747793,1674.24,152,44,125.6,40.91747793,VPN-VoIP
"('173.252.79.94', '443', '10.8.0.10', '53244', 'TLS')",5,2670.325896,0.223193731,0.001872431,890.081701,0.081154823,667.581474,385.381489,148518.892,156,104,119.2,20.61455796,424.96,104,52,67.2,20.61455796,VPN-VoIP
"('10.8.0.10', '53693', '173.252.79.94', '443', 'TLS')",5,2670.327472,0.332543484,0.00187243,890.0823789,0.081368208,667.5818681,385.3815933,148518.9724,204,96,177.6,40.91747793,1674.24,152,44,125.6,40.91747793,VPN-VoIP
"('173.252.79.94', '443', '10.8.0.10', '53693', 'TLS')",5,2670.327095,0.223193631,0.00187243,890.0823121,0.081220865,667.5817738,385.3816239,148518.996,156,104,119.2,20.61455796,424.96,104,52,67.2,20.61455796,VPN-VoIP
"('10.8.0.10', '49432', '173.252.79.94', '443', 'TLS')",5,2670.324528,0.33254385,0.001872432,890.0814672,0.080899,667.581132,385.3814392,148518.8537,204,96,177.6,40.91747793,1674.24,152,44,125.6,40.91747793,VPN-VoIP
"('173.252.79.94', '443', '10.8.0.10', '49432', 'TLS')",5,2670.32453,0.223193845,0.001872432,890.0815079,0.080832005,667.5811325,385.3814782,148518.8837,156,104,119.2,20.61455796,424.96,104,52,67.2,20.61455796,VPN-VoIP
"('10.8.0.10', '35637', '173.252.79.94', '443', 'TLS')",5,2670.325052,0.332543785,0.001872431,890.0815928,0.081212044,667.581263,385.3813341,148518.7727,204,96,177.6,40.91747793,1674.24,152,44,125.6,40.91747793,VPN-VoIP
"('173.252.79.94', '443', '10.8.0.10', '35637', 'TLS')",5,2670.325819,0.223193738,0.001872431,890.0822921,0.080935955,667.5814548,385.3816042,148518.9809,156,104,119.2,20.61455796,424.96,104,52,67.2,20.61455796,VPN-VoIP
"('10.8.0.10', '55129', '173.252.79.94', '443', 'TLS')",5,2670.327068,0.332543534,0.00187243,890.082567,0.080979824,667.581767,385.3817591,148519.1003,204,96,177.6,40.91747793,1674.24,152,44,125.6,40.91747793,VPN-VoIP
"('173.252.79.94', '443', '10.8.0.10', '55129', 'TLS')",5,2670.327138,0.223193627,0.00187243,890.0824418,0.081174135,667.5817845,385.3816571,148519.0216,156,104,119.2,20.61455796,424.96,104,52,67.2,20.61455796,VPN-VoIP
"('10.8.0.10', '33403', '173.252.79.94', '443', 'TLS')",5,2670.326154,0.332543648,0.00187243,890.0824602,0.080986023,667.5815385,385.3816237,148518.9959,204,96,177.6,40.91747793,1674.24,152,44,125.6,40.91747793,VPN-VoIP
"('173.252.79.94', '443', '10.8.0.10', '33403', 'TLS')",5,2670.326042,0.223193719,0.001872431,890.0819521,0.081336021,667.5815105,385.3814054,148518.8277,156,104,119.2,20.61455796,424.96,104,52,67.2,20.61455796,VPN-VoIP
"('10.8.0.10', '42677', '173.252.79.94', '443', 'TLS')",5,2670.331272,0.33254301,0.001872427,890.087867,0.081106901,667.582818,385.3822926,148519.5114,204,96,177.6,40.91747793,1674.24,152,44,125.6,40.91747793,VPN-VoIP
"('173.252.79.94', '443', '10.8.0.10', '42677', 'TLS')",5,2670.331216,0.223193286,0.001872427,890.087239,0.080960035,667.582804,385.3823693,148519.5706,156,104,119.2,20.61455796,424.96,104,52,67.2,20.61455796,VPN-VoIP
"('10.8.0.10', '42112', '173.252.79.94', '443', 'TLS')",5,2670.33241,0.332542869,0.001872426,890.0856979,0.082512856,667.5831025,385.3816451,148519.0124,204,96,177.6,40.91747793,1674.24,152,44,125.6,40.91747793,VPN-VoIP
"('173.252.79.94', '443', '10.8.0.10', '42112', 'TLS')",5,2670.330929,0.22319331,0.001872427,890.0856881,0.081097841,667.5827323,385.3822483,148519.4773,156,104,119.2,20.61455796,424.96,104,52,67.2,20.61455796,VPN-VoIP
"('10.8.0.10', '33969', '173.252.79.94', '443', 'TLS')",5,2670.325479,0.332543732,0.001872431,890.0816419,0.081493139,667.5813698,385.3812334,148518.6951,204,96,177.6,40.91747793,1674.24,152,44,125.6,40.91747793,VPN-VoIP
"('173.252.79.94', '443', '10.8.0.10', '33969', 'TLS')",5,2670.324871,0.223193817,0.001872431,890.0815861,0.080857992,667.5812178,385.3815124,148518.9101,156,104,119.2,20.61455796,424.96,104,52,67.2,20.61455796,VPN-VoIP
"('10.8.0.10', '46612', '173.252.79.94', '443', 'TLS')",5,2670.326299,0.33254363,0.00187243,890.0818992,0.081043959,667.5815747,385.3816111,148518.9862,204,96,177.6,40.91747793,1674.24,152,44,125.6,40.91747793,VPN-VoIP
"('173.252.79.94', '443', '10.8.0.10', '46612', 'TLS')",5,2670.32618,0.223193707,0.00187243,890.0816171,0.081562042,667.5815451,385.3812949,148518.7424,156,104,119.2,20.61455796,424.96,104,52,67.2,20.61455796,VPN-VoIP
"('10.8.0.10', '43272', '173.252.79.94', '443', 'TLS')",5,2670.325304,0.332543754,0.001872431,890.0818,0.081012011,667.581326,385.381486,148518.8897,204,96,177.6,40.91747793,1674.24,152,44,125.6,40.91747793,VPN-VoIP
"('173.252.79.94', '443', '10.8.0.10', '43272', 'TLS')",5,2670.325228,0.223193787,0.001872431,890.0818281,0.081008911,667.581307,385.3814768,148518.8826,156,104,119.2,20.61455796,424.96,104,52,67.2,20.61455796,VPN-VoIP
"('10.8.0.10', '35774', '173.252.110.27', '443', 'TLS')",9,182.1489089,10.44749602,0.049410123,60.72188306,5.70E-05,22.76861361,28.53279749,814.1205328,619,83,211.4444444,205.4259051,42199.80247,567,31,159.4444444,205.4259051,VPN-VoIP
"('173.252.110.27', '443', '10.8.0.10', '35774', 'TLS')",13,182.142833,9.942746416,0.071372558,59.01867199,4.10E-05,15.17856942,25.3211369,641.1599739,476,83,139.3076923,104.1185601,10840.67456,424,31,87.30769231,104.1185601,VPN-VoIP
"('10.8.0.10', '45372', '91.189.89.22', '443', 'TLS')",4,0.570572853,1372.305037,7.010498271,0.209012032,0.178316832,0.190190951,0.013459669,0.000181163,249,143,195.75,37.61233175,1414.6875,197,91,143.75,37.61233175,VPN-VoIP
"('91.189.89.22', '443', '10.8.0.10', '45372', 'TLS')",6,0.570934057,6906.226647,10.50909457,0.386219978,3.41E-05,0.114186811,0.153508254,0.023564784,1390,85,657.1666667,574.1519592,329650.4722,1338,33,605.1666667,574.1519592,VPN-VoIP
"('10.8.0.10', '45373', '91.189.89.22', '443', 'TLS')",4,0.583217144,1342.553126,6.858508947,0.211622,0.181954145,0.194405715,0.012571722,0.000158048,249,143,195.75,37.61233175,1414.6875,197,91,143.75,37.61233175,VPN-VoIP
"('91.189.89.22', '443', '10.8.0.10', '45373', 'TLS')",11,0.7572999,12067.8743,14.52528912,0.398112059,6.51E-05,0.07572999,0.128412945,0.016489885,1390,85,830.8181818,564.272471,318403.4215,1338,33,778.8181818,564.272471,VPN-VoIP
"('10.8.0.10', '38562', '74.125.226.160', '443', 'TLS')",12,177.007221,25.29275345,0.067793844,59.001472,2.10E-05,16.09156554,26.25484395,689.3168308,1390,83,373.0833333,456.7106046,208584.5764,1338,31,321.0833333,456.7106046,VPN-VoIP
"('74.125.226.160', '443', '10.8.0.10', '38562', 'TLS')",12,176.9751041,25.30864453,0.067806147,59.00117111,4.32E-05,16.08864583,26.26194285,689.6896423,1390,93,373.25,449.4424555,201998.5208,1338,41,321.25,449.4424555,VPN-VoIP
"('10.8.0.10', '43068', '173.194.123.67', '443', 'TLS')",14,176.8951502,18.76252682,0.079142927,59.00136685,0.000113964,13.60731924,24.81751053,615.9088287,678,83,237.0714286,232.7602888,54177.35204,626,31,185.0714286,232.7602888,VPN-VoIP
"('173.194.123.67', '443', '10.8.0.10', '43068', 'TLS')",19,176.8679359,42.31405745,0.107424785,59.00098491,3.70E-05,9.825996439,21.95834022,482.1687051,1390,93,393.8947368,459.4282367,211074.3047,1338,41,341.8947368,459.4282367,VPN-VoIP
"('10.8.0.10', '57413', '137.116.32.77', '443', 'TLS')",5,0.490589142,1928.293799,10.19182769,0.341963053,0.038892984,0.122647285,0.126790977,0.016075952,319,89,189.2,103.9084212,10796.96,267,37,137.2,103.9084212,VPN-VoIP
"('137.116.32.77', '443', '10.8.0.10', '57413', 'TLS')",3,0.448688984,5159.475902,6.686145877,0.448472023,0.000216961,0.224344492,0.224127531,0.05023315,1390,446,771.6666667,437.4352016,191349.5556,1338,394,719.6666667,437.4352016,VPN-VoIP
"('10.8.0.10', '57414', '137.116.32.77', '443', 'TLS')",5,0.182075024,5195.660454,27.46120747,0.056643009,0.037319183,0.045518756,0.008054819,6.49E-05,319,89,189.2,103.9084212,10796.96,267,37,137.2,103.9084212,VPN-VoIP
"('137.116.32.77', '443', '10.8.0.10', '57414', 'TLS')",4,0.142986059,16966.68902,27.97475518,0.104462862,0.000136137,0.04766202,0.043093194,0.001857023,1390,111,606.5,474.7128079,225352.25,1338,59,554.5,474.7128079,VPN-VoIP
"('10.8.0.10', '42584', '216.58.219.238', '443', 'TLS')",12,177.0067229,25.29282462,0.067794035,59.00131106,4.60E-05,16.09152027,26.25406741,689.2760555,1390,83,373.0833333,456.7106046,208584.5764,1338,31,321.0833333,456.7106046,VPN-VoIP
"('216.58.219.238', '443', '10.8.0.10', '42584', 'TLS')",12,176.9733591,25.41625487,0.067806816,59.00164199,3.70E-05,16.08848719,26.26132434,689.6571561,1390,93,374.8333333,449.9299637,202436.9722,1338,41,322.8333333,449.9299637,VPN-VoIP
"('10.8.0.10', '44806', '74.125.226.70', '443', 'TLS')",14,176.8893161,18.87055744,0.079145538,59.00130796,3.60E-05,13.60687047,24.81676427,615.871789,687,83,238.4285714,235.3103465,55370.95918,635,31,186.4285714,235.3103465,VPN-VoIP
"('74.125.226.70', '443', '10.8.0.10', '44806', 'TLS')",20,176.862,51.37338716,0.113082516,59.00206017,3.31E-05,9.308526315,21.48432443,461.5761962,1390,93,454.3,512.4185887,262572.81,1338,41,402.3,512.4185887,VPN-VoIP
"('10.8.0.10', '34065', '209.148.205.26', '443', 'TLS')",10,188.032675,12.49782784,0.053182246,59.00137401,5.70E-05,20.89251945,26.88099703,722.5880014,569,79,235,209.767967,44002.6,517,27,183,209.767967,VPN-VoIP
"('209.148.205.26', '443', '10.8.0.10', '34065', 'TLS')",13,188.0257151,25.25718356,0.069139479,59.00133705,2.41E-05,15.66880959,24.97562665,623.7819268,1390,79,365.3076923,453.0918373,205292.213,1338,27,313.3076923,453.0918373,VPN-VoIP
"('10.8.0.10', '36636', '74.125.226.21', '443', 'TLS')",164,19.82430291,4825.491238,8.272674239,4.059476852,3.10E-06,0.12162149,0.388501636,0.150933521,1390,89,583.304878,554.3125646,307262.4192,1338,37,531.304878,554.3125646,VPN-VoIP
"('74.125.226.21', '443', '10.8.0.10', '36636', 'TLS')",806,19.79716802,41892.20394,40.71289385,4.107688904,9.06E-06,0.024592755,0.186285604,0.034702326,1390,89,1028.966501,510.4224812,260531.1093,1338,37,976.9665012,510.4224812,VPN-VoIP
"('10.8.0.10', '43513', '74.125.226.10', '443', 'TLS')",7,12.20438886,174.3635036,0.573564156,11.09043789,6.89E-05,2.034064809,4.064536018,16.52045304,690,93,304,249.067977,62034.85714,638,41,252,249.067977,VPN-VoIP
"('74.125.226.10', '443', '10.8.0.10', '43513', 'TLS')",11,12.17704916,305.9033392,0.90333872,11.15938616,2.00E-05,1.217704916,3.326795383,11.06756752,1390,93,338.6363636,411.9493068,169702.2314,1338,41,286.6363636,411.9493068,VPN-VoIP
"('10.8.0.10', '57033', '173.194.123.24', '443', 'TLS')",5,0.186313868,6848.658217,26.83643502,0.156334877,2.22E-05,0.046578467,0.064521062,0.004162967,637,93,255.2,198.5733114,39431.36,585,41,203.2,198.5733114,VPN-VoIP
"('173.194.123.24', '443', '10.8.0.10', '57033', 'TLS')",49,0.159717083,374505.9632,306.7924801,0.06445694,1.69E-05,0.003327439,0.0117205,0.00013737,1390,97,1220.714286,385.9812304,148981.5102,1338,45,1168.714286,385.9812304,VPN-VoIP
"('10.8.0.10', '37187', '173.194.123.31', '443', 'TLS')",4,0.131787062,4879.082907,30.3519932,0.128599882,2.91E-05,0.043929021,0.059884966,0.003586209,251,97,160.75,60.0432136,3605.1875,199,45,108.75,60.0432136,VPN-VoIP
"('10.8.0.10', '47248', '173.194.123.10', '443', 'TLS')",5,0.832813025,883.7517886,6.003748564,0.691802979,4.51E-05,0.208203256,0.28370752,0.080489957,261,83,147.2,65.50236637,4290.56,209,31,95.2,65.50236637,VPN-VoIP
