flow_key,n_pkts,duration,byte_rate,pkt_rate,iat_max,iat_min,iat_mean,iat_std,iat_var,pkt_len_max,pkt_len_min,pkt_len_avg,pkt_len_std,pkt_len_var,payload_len_max,payload_len_min,payload_len_avg,payload_len_std,Label
"('10.8.8.138', '48899', '216.58.221.142', '443', 'TLS')",11,182.84374,20.31789549,0.06016066,181.5767519,4.05E-06,18.284374,54.43112016,2962.746842,1360,90,337.7272727,376.5313197,141775.8347,1308,38,285.7272727,376.5313197,VPN-Streaming
"('216.58.221.142', '443', '10.8.8.138', '48899', 'TLS')",11,422.4401841,11.54719694,0.026039189,240.007647,7.15E-06,42.24401841,85.36893233,7287.854607,1360,90,443.4545455,491.8232062,241890.0661,1308,38,391.4545455,491.8232062,VPN-Streaming
"('10.8.8.138', '51761', '54.243.108.61', '443', 'TLS')",6,0.670102835,7127.264283,8.953849602,0.227206945,5.01E-06,0.134020567,0.109426124,0.011974077,1360,178,796,477.2703636,227787,1308,126,744,477.2703636,VPN-Streaming
"('54.243.108.61', '443', '10.8.8.138', '51761', 'TLS')",8,61.18659401,108.2753519,0.130747595,60.2882688,1.91E-05,8.740942001,21.04536067,442.9072057,1360,83,828.125,469.5171556,220446.3594,1308,31,776.125,469.5171556,VPN-Streaming
"('10.8.8.138', '38246', '54.230.53.213', '443', 'TLS')",3,0.422290087,3187.382423,7.1041213,0.212867975,0.209422112,0.211145043,0.001722932,2.97E-06,1038,122,448.6666667,417.539885,174339.5556,986,70,396.6666667,417.539885,VPN-Streaming
"('54.230.53.213', '443', '10.8.8.138', '38246', 'TLS')",6,120.5332332,25.12170229,0.049778802,119.9978762,2.60E-05,24.10664663,47.94577778,2298.797607,1360,89,504.6666667,448.175065,200860.8889,1308,37,452.6666667,448.175065,VPN-Streaming
"('10.8.8.138', '35968', '107.22.243.234', '443', 'TLS')",6,0.637716055,7533.133223,9.408576048,0.21518898,1.50E-05,0.127543211,0.104091619,0.010835065,1360,178,800.6666667,472.0662618,222846.5556,1308,126,748.6666667,472.0662618,VPN-Streaming
"('107.22.243.234', '443', '10.8.8.138', '35968', 'TLS')",8,61.32761192,108.1242167,0.130446951,60.19505405,5.10E-05,8.761087418,21.00012614,441.0052978,1360,83,828.875,469.3118466,220253.6094,1308,31,776.875,469.3118466,VPN-Streaming
"('10.8.8.138', '36057', '74.125.226.65', '443', 'TLS')",6,0.416157961,2881.117539,14.41760236,0.208898783,5.29E-05,0.083231592,0.101209784,0.01024342,569,90,199.8333333,173.0350799,29941.13889,517,38,147.8333333,173.0350799,VPN-Streaming
"('74.125.226.65', '443', '10.8.8.138', '36057', 'TLS')",5,240.207515,2.535307857,0.020815335,239.9956441,0.00030303,60.05187875,103.8906158,10793.26006,202,90,121.8,41.11642008,1690.56,150,38,69.8,41.11642008,VPN-Streaming
"('10.8.8.138', '44660', '54.243.90.245', '443', 'TLS')",10,65.85565805,138.4694993,0.151847241,64.99862885,5.96E-06,7.317295339,20.39368105,415.9022267,1360,178,911.9,438.6924777,192451.09,1308,126,859.9,438.6924777,VPN-Streaming
"('54.243.90.245', '443', '10.8.8.138', '44660', 'TLS')",6,61.21937299,63.31329138,0.098008191,60.23049498,0.000137091,12.2438746,23.99498284,575.7592014,1360,83,646,528.4710651,279281.6667,1308,31,594,528.4710651,VPN-Streaming
"('10.8.8.138', '46959', '23.21.207.234', '443', 'TLS')",6,0.681958914,7003.354459,8.798183994,0.234431028,1.50E-05,0.136391783,0.11152117,0.012436971,1360,178,796,477.2703636,227787,1308,126,744,477.2703636,VPN-Streaming
"('10.8.8.138', '46958', '23.21.207.234', '443', 'TLS')",34,365.5060201,95.20226231,0.093021724,60.80344296,5.96E-06,11.07594,22.99020179,528.5493785,1360,178,1023.441176,372.949231,139091.1289,1308,126,971.4411765,372.949231,VPN-Streaming
"('23.21.207.234', '443', '10.8.8.138', '46959', 'TLS')",6,61.2618432,63.08984186,0.097940246,60.24974298,0.00023818,12.25236864,24.00036689,576.017611,1360,83,644.1666667,530.0837722,280988.8056,1308,31,592.1666667,530.0837722,VPN-Streaming
"('23.21.207.234', '443', '10.8.8.138', '46958', 'TLS')",22,365.2557089,51.06285691,0.060231776,61.02856708,8.11E-06,17.393129,26.9341978,725.451011,1360,83,847.7727273,539.0558186,290581.1756,1308,31,795.7727273,539.0558186,VPN-Streaming
"('10.8.8.138', '37207', '216.58.219.205', '443', 'TLS')",6,0.410011053,2592.613033,14.63375183,0.204237938,4.91E-05,0.082002211,0.099684158,0.009936931,569,90,177.1666667,175.3124988,30734.47222,517,38,125.1666667,175.3124988,VPN-Streaming
"('216.58.219.205', '443', '10.8.8.138', '37207', 'TLS')",5,240.2098839,2.51863075,0.02081513,240.0025101,2.50E-05,60.05247098,103.8942373,10794.01254,198,90,121,39.55755301,1564.8,146,38,69,39.55755301,VPN-Streaming
"('10.8.8.138', '34040', '74.125.226.32', '443', 'TLS')",6,0.415142059,2888.167973,14.45288394,0.208842993,3.50E-05,0.083028412,0.101577425,0.010317973,569,90,199.8333333,173.0350799,29941.13889,517,38,147.8333333,173.0350799,VPN-Streaming
"('74.125.226.32', '443', '10.8.8.138', '34040', 'TLS')",5,240.208184,2.535300796,0.020815277,239.998662,4.60E-05,60.052046,103.8922623,10793.60216,202,90,121.8,41.11642008,1690.56,150,38,69.8,41.11642008,VPN-Streaming
"('10.8.8.138', '44443', '74.125.226.55', '443', 'TLS')",6,0.410093069,2923.726565,14.63082518,0.20657897,3.10E-05,0.082018614,0.100351694,0.010070462,569,90,199.8333333,173.0350799,29941.13889,517,38,147.8333333,173.0350799,VPN-Streaming
"('74.125.226.55', '443', '10.8.8.138', '44443', 'TLS')",5,240.2125599,2.53525461,0.020814898,240.007509,4.01E-05,60.05313998,103.8967369,10794.53193,202,90,121.8,41.11642008,1690.56,150,38,69.8,41.11642008,VPN-Streaming
"('10.8.8.138', '40633', '108.160.172.204', '443', 'TLS')",3,0.578459978,1303.460963,5.186184202,0.290594101,0.287865877,0.289229989,0.001364112,1.86E-06,446,122,251.3333333,140.1078949,19630.22222,394,70,199.3333333,140.1078949,VPN-Streaming
"('108.160.172.204', '443', '10.8.8.138', '40633', 'TLS')",7,60.6335659,78.71877448,0.115447606,59.99958587,2.19E-05,10.10559432,22.31372702,497.9024136,1360,89,681.8571429,589.9446532,348034.6939,1308,37,629.8571429,589.9446532,VPN-Streaming
"('10.8.8.138', '57488', '54.204.30.249', '443', 'TLS')",22,193.9996431,113.7734052,0.11340227,60.46340108,5.96E-06,9.238078242,21.03905301,442.6417515,1360,178,1003.272727,375.8018315,141227.0165,1308,126,951.2727273,375.8018315,VPN-Streaming
"('54.204.30.249', '443', '10.8.8.138', '57488', 'TLS')",12,194.199271,50.41728505,0.061792199,60.79400587,0.000412941,17.65447918,26.55748637,705.3000825,1360,182,815.9166667,554.2473062,307190.0764,1308,130,763.9166667,554.2473062,VPN-Streaming
"('10.8.8.138', '33876', '54.230.52.100', '443', 'TLS')",3,0.450174093,1879.272958,6.664088505,0.226374149,0.223799944,0.225087047,0.001287103,1.66E-06,425,202,282,101.3541645,10272.66667,373,150,230,101.3541645,VPN-Streaming
"('10.8.8.138', '33875', '54.230.52.100', '443', 'TLS')",4,3.390830994,374.8343702,1.179651834,2.941710949,0.222317934,1.130276998,1.280878539,1.640649831,425,202,317.75,107.4182829,11538.6875,373,150,265.75,107.4182829,VPN-Streaming
"('10.8.8.138', '47268', '24.156.140.49', '443', 'TLS')",3,0.44047904,2247.553027,6.810766748,0.224474907,0.216004133,0.22023952,0.004235387,1.79E-05,569,202,330,169.1409668,28608.66667,517,150,278,169.1409668,VPN-Streaming
"('54.230.52.100', '443', '10.8.8.138', '33876', 'TLS')",7,120.4438651,50.6875132,0.058118361,119.7840281,5.10E-05,20.07397751,44.59179814,1988.428461,1360,105,872.1428571,500.9988391,250999.8367,1308,53,820.1428571,500.9988391,VPN-Streaming
"('54.230.52.100', '443', '10.8.8.138', '33875', 'TLS')",9,123.5709209,67.61299451,0.072832669,119.859257,2.22E-05,15.44636512,39.47422247,1558.21424,1360,105,928.3333333,459.4869119,211128.2222,1308,53,876.3333333,459.4869119,VPN-Streaming
"('10.8.8.138', '45836', '74.125.226.57', '443', 'TLS')",4,1.167367935,1182.14657,3.426511796,0.74186182,0.208757162,0.389122645,0.249445601,0.062223108,425,216,345,82.70731528,6840.5,373,164,293,82.70731528,VPN-Streaming
"('24.156.140.49', '443', '10.8.8.138', '47268', 'TLS')",6,300.7477272,17.59281791,0.019950275,300.3067372,0.00036788,60.14954543,120.0786359,14418.87881,1360,105,881.8333333,489.2434352,239359.1389,1308,53,829.8333333,489.2434352,VPN-Streaming
"('74.125.226.57', '443', '10.8.8.138', '45836', 'TLS')",5,1.16643095,3121.487817,4.286580358,0.718781948,0.000895023,0.291607738,0.262911952,0.069122694,1360,297,728.2,437.6260504,191516.56,1308,245,676.2,437.6260504,VPN-Streaming
"('10.8.8.138', '42283', '74.125.226.58', '443', 'TLS')",6,1.046411037,4373.998205,5.733884473,0.549500942,5.01E-06,0.209282207,0.204053445,0.041637809,1360,221,762.8333333,450.6053028,203045.1389,1308,169,710.8333333,450.6053028,VPN-Streaming
"('74.125.226.58', '443', '10.8.8.138', '42283', 'TLS')",5,1.092951059,4722.077861,4.574770258,0.613857031,0.000473976,0.273237765,0.219967927,0.048385889,1360,338,1032.2,356.3410726,126978.96,1308,286,980.2,356.3410726,VPN-Streaming
"('10.8.8.138', '42284', '74.125.226.58', '443', 'TLS')",2,0.216300011,3254.738628,9.246416557,0.216300011,0.216300011,0.216300011,0,0,449,255,352,97,9409,397,203,300,97,VPN-Streaming
"('10.8.8.138', '43577', '108.160.170.38', '443', 'TLS')",91,3808.782943,14.98904003,0.023892146,55.17472196,0.208189011,42.31981048,9.228832756,85.17135404,638,122,627.3626374,71.11846123,5057.835527,586,70,575.3626374,71.11846123,VPN-Streaming
"('108.160.170.38', '443', '10.8.8.138', '43577', 'TLS')",92,3808.571477,8.412340478,0.024156039,55.17210793,5.82E-05,41.85243381,10.19265175,103.8901497,1360,111,348.25,152.6819389,23311.77446,1308,59,296.25,152.6819389,VPN-Streaming
"('10.8.8.138', '57976', '74.125.226.33', '443', 'TLS')",4,0.229636908,8713.756082,17.41880276,0.225779057,9.70E-05,0.076545636,0.105534564,0.011137544,925,98,500.25,402.5645135,162058.1875,873,46,448.25,402.5645135,VPN-Streaming
"('74.125.226.33', '443', '10.8.8.138', '57976', 'TLS')",5,240.0255971,2.283089831,0.020831112,240.007611,7.61E-05,60.00639927,103.9237483,10800.14546,147,90,109.6,20.40196069,416.24,95,38,57.6,20.40196069,VPN-Streaming
"('10.8.8.138', '44220', '74.125.226.55', '443', 'TLS')",6,0.439441919,2184.589038,13.65368149,0.223367929,5.98E-05,0.087888384,0.107531173,0.011562953,314,90,160,89.80163324,8064.333333,262,38,108,89.80163324,VPN-Streaming
"('74.125.226.55', '443', '10.8.8.138', '44220', 'TLS')",7,240.22017,14.34101058,0.029139934,239.992466,4.51E-05,40.036695,89.42297759,7996.46892,1360,90,492.1428571,550.5836977,303142.4082,1308,38,440.1428571,550.5836977,VPN-Streaming
"('10.8.8.138', '45325', '74.125.226.47', '443', 'TLS')",6,0.444471836,2697.583745,13.49916803,0.224323988,8.49E-05,0.088894367,0.10861116,0.011796384,569,90,199.8333333,173.0350799,29941.13889,517,38,147.8333333,173.0350799,VPN-Streaming
"('74.125.226.47', '443', '10.8.8.138', '45325', 'TLS')",5,240.2267818,2.535104518,0.020813666,239.997287,2.69E-05,60.05669546,103.8887912,10792.88093,202,90,121.8,41.11642008,1690.56,150,38,69.8,41.11642008,VPN-Streaming
"('10.8.8.138', '56856', '74.125.226.63', '443', 'TLS')",6,0.416258812,2306.257483,14.41410927,0.210344791,2.31E-05,0.083251762,0.101333962,0.010268572,314,90,160,89.80163324,8064.333333,262,38,108,89.80163324,VPN-Streaming
"('74.125.226.63', '443', '10.8.8.138', '56856', 'TLS')",7,240.2123919,14.33731197,0.029140878,240.0009739,1.31E-05,40.03539864,89.42735706,7997.252191,1360,90,492,550.3616992,302898,1308,38,440,550.3616992,VPN-Streaming
"('10.8.8.138', '52699', '74.125.226.40', '443', 'TLS')",6,0.417316198,2319.584056,14.37758712,0.210309982,3.10E-05,0.08346324,0.101582286,0.010318961,314,90,161.3333333,91.24996195,8326.555556,262,38,109.3333333,91.24996195,VPN-Streaming
"('74.125.226.40', '443', '10.8.8.138', '52699', 'TLS')",7,240.2118649,14.40811427,0.029140942,240.000036,8.11E-06,40.03531082,89.42697618,7997.184069,1360,90,494.4285714,549.9386608,302432.5306,1308,38,442.4285714,549.9386608,VPN-Streaming
"('10.8.8.138', '43241', '74.125.226.71', '443', 'TLS')",6,0.416316986,2339.56344,14.41209511,0.210000992,1.72E-05,0.083263397,0.101883572,0.010380262,314,90,162.3333333,92.38446238,8534.888889,262,38,110.3333333,92.38446238,VPN-Streaming
"('74.125.226.71', '443', '10.8.8.138', '43241', 'TLS')",7,240.2105591,14.4081926,0.0291411,240.0003841,2.00E-05,40.03509319,89.42722913,7997.22931,1360,90,494.4285714,549.9386608,302432.5306,1308,38,442.4285714,549.9386608,VPN-Streaming
"('10.8.8.138', '55375', '173.194.204.188', '5228', 'TLS')",4,2032.763559,0.21350245,0.001967765,1043.326661,89.21836782,677.587853,420.1221827,176502.6484,179,85,108.5,40.70319398,1656.75,127,33,56.5,40.70319398,VPN-Streaming
"('173.194.204.188', '5228', '10.8.8.138', '55375', 'TLS')",10,2486.944527,1.002434905,0.004020998,900.2167649,4.60E-05,276.3271697,359.4206194,129183.1816,477,85,249.3,166.151768,27606.41,425,33,197.3,166.151768,VPN-Streaming
"('10.8.8.138', '56862', '74.125.226.63', '443', 'TLS')",6,0.574729919,2086.197289,10.43968618,0.297816992,0.000130892,0.114945984,0.140539883,0.019751459,569,90,199.8333333,173.0350799,29941.13889,517,38,147.8333333,173.0350799,VPN-Streaming
"('74.125.226.63', '443', '10.8.8.138', '56862', 'TLS')",5,240.277287,2.534571651,0.020809291,239.9937,2.50E-05,60.06932175,103.8794512,10790.94039,202,90,121.8,41.11642008,1690.56,150,38,69.8,41.11642008,VPN-Streaming
"('10.8.8.138', '53284', '74.125.226.37', '443', 'TLS')",6,0.579672813,1663.007092,10.35066655,0.30734396,3.29E-05,0.115934563,0.141929808,0.02014407,314,90,160.6666667,90.51641963,8193.222222,262,38,108.6666667,90.51641963,VPN-Streaming
"('74.125.226.37', '443', '10.8.8.138', '53284', 'TLS')",7,240.2540431,14.40558484,0.029135826,239.9733381,6.48E-05,40.04234052,89.41191848,7994.491167,1360,90,494.4285714,549.9386608,302432.5306,1308,38,442.4285714,549.9386608,VPN-Streaming
"('10.8.8.138', '44233', '74.125.226.55', '443', 'TLS')",6,0.41603303,2881.982715,14.42193185,0.209887028,9.68E-05,0.083206606,0.101616834,0.010325981,569,90,199.8333333,173.0350799,29941.13889,517,38,147.8333333,173.0350799,VPN-Streaming
"('74.125.226.55', '443', '10.8.8.138', '44233', 'TLS')",5,240.2108779,2.535272363,0.020815044,239.9999938,5.91E-05,60.05271947,103.8926425,10793.68117,202,90,121.8,41.11642008,1690.56,150,38,69.8,41.11642008,VPN-Streaming
"('10.8.8.138', '33832', '74.125.226.32', '443', 'TLS')",21,323.0379369,28.28150801,0.065007845,178.949183,5.96E-06,16.15189685,48.60867613,2362.803395,1360,90,435.047619,477.8284685,228320.0454,1308,38,383.047619,477.8284685,VPN-Streaming
"('74.125.226.32', '443', '10.8.8.138', '33832', 'TLS')",26,562.8297069,35.43700653,0.046195145,239.9969189,5.96E-06,22.51318828,62.46095642,3901.371077,1360,90,767.1153846,586.4124518,343879.5636,1308,38,715.1153846,586.4124518,VPN-Streaming
"('10.8.8.138', '43152', '54.240.190.108', '443', 'TLS')",4,0.441594124,6544.471142,9.058091546,0.222958088,8.11E-06,0.147198041,0.104094013,0.010835564,1360,122,722.5,571.0383087,326084.75,1308,70,670.5,571.0383087,VPN-Streaming
"('54.240.190.108', '443', '10.8.8.138', '43152', 'TLS')",6,120.5750182,26.04187872,0.049761552,119.997952,2.22E-05,24.11500363,47.94166713,2298.403447,1360,89,523.3333333,461.2702269,212770.2222,1308,37,471.3333333,461.2702269,VPN-Streaming
"('10.8.8.138', '33834', '74.125.226.32', '443', 'TLS')",10,143.3604989,15.7435278,0.069754222,142.7094982,5.10E-05,15.92894432,44.82380408,2009.173412,879,90,225.7,231.0865855,53401.01,827,38,173.7,231.0865855,VPN-Streaming
"('74.125.226.32', '443', '10.8.8.138', '33834', 'TLS')",11,383.1528871,10.16304491,0.028709166,239.9997561,8.11E-06,38.31528871,79.58937077,6334.46794,1360,90,354,476.6059932,227153.2727,1308,38,302,476.6059932,VPN-Streaming
"('10.8.8.138', '56871', '74.125.226.63', '443', 'TLS')",6,0.409996986,2924.411739,14.63425391,0.205948114,0.000106812,0.081999397,0.100182929,0.010036619,569,90,199.8333333,173.0350799,29941.13889,517,38,147.8333333,173.0350799,VPN-Streaming
"('74.125.226.63', '443', '10.8.8.138', '56871', 'TLS')",5,240.205111,2.53533323,0.020815544,239.9986479,0.000101089,60.05127776,103.8926965,10793.69239,202,90,121.8,41.11642008,1690.56,150,38,69.8,41.11642008,VPN-Streaming
"('10.8.8.138', '54113', '74.125.226.35', '443', 'TLS')",6,0.429437876,2792.022008,13.97175317,0.215514898,3.10E-05,0.085887575,0.105098031,0.011045596,569,90,199.8333333,173.0350799,29941.13889,517,38,147.8333333,173.0350799,VPN-Streaming
"('74.125.226.35', '443', '10.8.8.138', '54113', 'TLS')",5,240.2182491,2.535194567,0.020814405,240.0033231,5.96E-06,60.05456227,103.8935025,10793.85987,202,90,121.8,41.11642008,1690.56,150,38,69.8,41.11642008,VPN-Streaming
"('10.8.8.138', '51748', '74.125.226.69', '443', 'TLS')",6,0.436532021,2231.222348,13.74469619,0.220025063,4.10E-05,0.087306404,0.106433191,0.011328024,314,90,162.3333333,92.38446238,8534.888889,262,38,110.3333333,92.38446238,VPN-Streaming
"('74.125.226.69', '443', '10.8.8.138', '51748', 'TLS')",7,240.2195079,14.403493,0.029140015,239.9982259,5.01E-06,40.03658466,89.42560083,7996.938084,1360,90,494.2857143,549.7169958,302188.7755,1308,38,442.2857143,549.7169958,VPN-Streaming
"('10.8.8.138', '37008', '216.58.219.205', '443', 'TLS')",6,0.427263021,1928.554447,14.04287219,0.217652082,0.000196934,0.085452604,0.102950488,0.010598803,255,90,137.3333333,60.4308604,3651.888889,203,38,85.33333333,60.4308604,VPN-Streaming
"('216.58.219.205', '443', '10.8.8.138', '37008', 'TLS')",7,240.2170222,12.63857146,0.029140316,239.99599,0.000288963,40.03617036,89.42478437,7996.79206,1360,90,433.7142857,479.0337639,229473.3469,1308,38,381.7142857,479.0337639,VPN-Streaming
"('10.8.8.138', '37123', '74.125.226.46', '443', 'TLS')",6,0.445692062,2162.928357,13.46220969,0.228585005,6.39E-05,0.089138412,0.109105386,0.011903985,314,90,160.6666667,90.51641963,8193.222222,262,38,108.6666667,90.51641963,VPN-Streaming
"('74.125.226.46', '443', '10.8.8.138', '37123', 'TLS')",7,240.2298062,14.40703822,0.029138766,240.0002871,3.81E-05,40.03830103,89.42575721,7996.966053,1360,90,494.4285714,549.9386608,302432.5306,1308,38,442.4285714,549.9386608,VPN-Streaming
"('10.8.8.138', '45349', '74.125.226.47', '443', 'TLS')",6,0.407263994,2944.036343,14.73245876,0.204447985,7.49E-05,0.081452799,0.099192414,0.009839135,569,90,199.8333333,173.0350799,29941.13889,517,38,147.8333333,173.0350799,VPN-Streaming
"('74.125.226.47', '443', '10.8.8.138', '45349', 'TLS')",5,240.2057369,2.535326624,0.02081549,239.999707,1.88E-05,60.05143422,103.8932168,10793.80049,202,90,121.8,41.11642008,1690.56,150,38,69.8,41.11642008,VPN-Streaming
"('10.8.8.138', '52718', '74.125.226.40', '443', 'TLS')",10,106.083847,13.1594021,0.094265058,105.4373441,2.50E-05,11.78709412,33.11050876,1096.305791,273,90,139.6,66.73709613,4453.84,221,38,87.6,66.73709613,VPN-Streaming
"('74.125.226.40', '443', '10.8.8.138', '52718', 'TLS')",11,345.8803549,11.58493087,0.031802905,240.0018129,1.41E-05,34.58803549,75.36434474,5679.784457,1360,90,364.2727273,472.0421959,222823.8347,1308,38,312.2727273,472.0421959,VPN-Streaming
"('10.8.8.138', '52719', '74.125.226.40', '443', 'TLS')",6,0.42866993,2248.816475,13.99678304,0.221048117,0.00014019,0.085733986,0.104793261,0.010981628,314,90,160.6666667,90.51641963,8193.222222,262,38,108.6666667,90.51641963,VPN-Streaming
"('74.125.226.40', '443', '10.8.8.138', '52719', 'TLS')",7,240.2293241,14.40706713,0.029138824,240.0077431,1.50E-05,40.03822068,89.42912555,7997.568497,1360,90,494.4285714,549.9386608,302432.5306,1308,38,442.4285714,549.9386608,VPN-Streaming
